name,merchant_id,avg_processed,GMV_all,avg_active_days,total_lost_n_damaged,avg_returned,avg_24,avg_24_48,avg_48,max_processed_date,order_post_30,is_churn,total_complain,max_created_at,solved_at,delta
Cosmetics Corners,14219,7,5330,6,0,0,3,0,0,2022-04-28,10,0,,,,
ADN TELECOM LTD,15391,84,4603,3,0,1,71,11,0,2022-04-24,0,1,,,,
Tuyea Fashion House,38410,134,308447,23,0,7,74,10,4,2022-04-29,85,0,,,,
Watch_Dealer_BD,9504,73,122053,18,0,5,42,2,2,2022-04-29,15,0,,,,
Giftorita,2636,109,158555,21,0,3,83,6,1,2022-04-29,72,0,,,,
GO Glamorous,1046,249,467450,23,0,4,183,14,3,2022-04-28,135,0,,,,
Taatiana,944,351,558411,30,0,13,106,15,4,2022-04-29,1026,0,,,,
Wayther,62849,7,3885,3,0,0,4,0,1,2022-04-16,0,1,,,,
Sie,23442,18,11977,5,0,0,10,1,0,2022-04-27,9,0,,,,
Velvet bow,671,146,70781,19,0,6,102,12,3,2022-04-28,28,0,,,,
Nishchinto Shop,23320,60,36587,19,0,4,19,4,1,2022-04-29,9,0,,,,
Silky Secret,11046,65,103693,19,0,2,33,10,3,2022-04-29,29,0,,,,
Indian saree and dress wholesale price,23321,3,7850,3,0,0,1,1,0,2022-04-23,0,1,,,,
Business hub,51661,6,5352,5,0,0,2,0,2,2022-04-25,5,0,,,,
Taiabas Velour,6379,6,7416,4,0,0,4,0,0,2022-04-29,1,0,,,,
BikriSohoj.com,29981,7,13233,4,0,0,3,0,0,2022-04-29,4,0,,,,
Samina & Molla fabric,38133,17,54087,10,0,1,3,0,0,2022-04-29,30,0,,,,
I Am Your Hope,30348,24,12428,3,0,0,16,1,0,2022-04-17,7,0,,,,
Sports Oddity,5269,16,12203,10,0,1,14,1,0,2022-04-23,24,0,,,,
Wedding collection Bd,55010,5,12528,2,0,0,1,1,0,2022-04-25,0,1,,,,
Harun moshari store,10524,4,2003,4,0,0,4,0,0,2022-04-28,1,0,,,,
Jonakira,16131,1,125,1,0,0,1,0,0,2022-04-19,1,0,,,,
Inayra's,16967,15,91983,5,0,0,5,1,0,2022-04-26,11,0,,,,
Rid-Wanah's Wardrobe,55539,11,28213,5,0,0,2,3,1,2022-04-25,0,1,,,,
Paradise,48466,5,1605,4,0,0,3,0,0,2022-04-29,18,0,,,,
The floret 1,6702,31,29999,14,0,0,22,1,0,2022-04-30,17,0,,,,
Choose & Take,264,48,25497,7,0,0,26,3,1,2022-04-29,10,0,,,,
MR Fashion World,44398,2,2470,2,0,0,1,0,0,2022-04-27,0,1,,,,
Caderno Bangladesh,795,19,8349,11,0,1,11,1,0,2022-04-24,2,0,,,,
Anindita Flourish,40157,2,897,2,0,0,0,1,0,2022-04-25,1,0,,,,
Bellezza,20493,9,5143,5,0,0,4,2,0,2022-04-25,0,1,,,,
Younique Creations,209,16,15395,9,0,0,14,0,1,2022-04-17,1,0,,,,
YourChoiceBD,11495,4,17443,2,0,0,3,0,0,2022-04-29,2,0,,,,
Rong by Tuli,37432,5,2518,4,0,0,2,0,0,2022-04-24,0,1,,,,
Rosaleen,40932,2,210,2,0,0,1,0,0,2022-04-22,0,1,,,,
Creepers' Den,36856,7,3345,5,0,0,6,0,0,2022-04-30,7,0,,,,
Khoka Bazar,47962,2,1172,2,0,0,1,1,0,2022-04-12,0,1,,,,
chobiyal,51306,3,300,3,0,0,0,0,0,2022-04-16,1,0,,,,
Munni Telecom(KIOSK),52819,3,135,2,0,0,1,1,0,2022-04-22,3,0,,,,
Le Marque BD,37266,2,1117,1,0,0,0,0,0,2022-04-23,0,1,,,,
EOS THE URBAN FLAIR,31769,11,34785,5,0,1,9,1,1,2022-04-25,0,1,,,,
M/S Ifza enterprise(KIOSK),56042,2,148,2,0,0,0,1,0,2022-04-25,4,0,,,,
Planter and Plant,59244,10,5934,5,0,0,0,2,6,2022-04-27,48,0,,,,
Boutiqo by Nusaiba,42606,3,1210,3,0,0,1,0,0,2022-04-13,0,1,,,,
Touch of UK,6054,3,2750,2,0,0,1,0,1,2022-04-28,0,1,,,,
Trendy Gift Shop BD,50130,1,1265,1,0,0,0,0,0,2022-04-23,0,1,,,,
Panchagarh HUB KIOSK,38409,5,378,3,0,0,2,0,0,2022-04-28,0,1,,,,
Al-fatiha,44357,3,1503,3,0,0,0,0,0,2022-04-27,8,0,,,,
Z Shadow,12011,7,12683,7,0,1,5,1,0,2022-04-27,7,0,,,,
CASE MART BANGLADESH.,3741,82,41608,17,0,6,15,1,1,2022-04-27,58,0,,,,
Mart Limited,59141,10,17850,7,0,1,4,1,1,2022-04-06,0,1,,,,
Luna's Closet-Mirpur,20783,2,515,2,0,0,1,0,0,2022-04-27,0,1,,,,
Pictoric,45189,14,11820,3,0,1,6,3,0,2022-04-12,0,1,,,,
Girl's Zone,10501,12,13423,8,0,0,8,1,0,2022-04-26,13,0,,,,
R B Collection,6171,2,89,2,0,0,1,0,0,2022-04-18,2,0,,,,
Esha artistry,60622,2,960,2,0,0,1,0,0,2022-04-27,4,0,,,,
"Madina,s Mirror",53020,2,1540,1,0,0,1,0,0,2022-04-21,0,1,,,,
Cloud Chaser BD,32380,5,6445,5,0,0,5,0,0,2022-04-26,1,0,,,,
De Luna,36338,5,680,2,0,0,0,0,0,2022-04-24,3,0,,,,
Nuwayrah mart,33782,4,2883,3,0,0,0,0,0,2022-04-14,1,0,,,,
Trend-Y by Arnob,56751,2,160,2,0,0,0,0,0,2022-04-23,1,0,,,,
The Infamiss,52203,9,23958,5,0,0,1,0,0,2022-04-27,2,0,,,,
beeexpressbd,31689,1,400,1,0,0,0,0,0,2022-04-07,0,1,,,,
UK Cosmetics &Indian Collection,4991,2,2077,1,0,0,1,0,0,2022-04-29,0,1,,,,
SAT RONG (RAJSHAHI),11114,1,150,1,0,0,0,1,0,2022-04-21,0,1,,,,
Khulna KIOSK,31029,12,1192,9,0,0,0,2,2,2022-04-30,10,0,,,,
Sound Magic,58703,3,6183,2,0,0,1,0,0,2022-04-29,2,0,,,,
SAKIB MOTO TECH,23750,10,10025,5,0,0,5,1,0,2022-04-29,0,1,,,,
Trikonmiti Handicrafts,55796,9,15483,6,0,0,8,0,0,2022-04-26,1,0,,,,
Makeup Drip Bd,12714,7,10250,6,0,0,5,0,0,2022-04-28,5,0,,,,
Zinia babay keher,61735,13,23365,9,0,5,2,0,0,2022-04-24,0,1,,,,
Rosso by suha,49483,9,10579,4,0,0,1,0,0,2022-04-28,4,0,,,,
House Of Sunnah,61053,4,5945,3,0,0,0,1,2,2022-04-26,0,1,,,,
Padma Textile Ltd.,62170,1,60,1,0,1,1,0,0,2022-04-22,0,1,,,,
Sell Bee,56458,2,2205,2,0,0,0,0,0,2022-04-28,0,1,,,,
Fashion Trendz,6549,3,8943,2,0,0,3,0,0,2022-04-23,15,0,,,,
Hayal,33744,2,215,2,0,0,1,1,0,2022-04-04,0,1,,,,
Adriah Fashion,35010,3,7127,3,0,0,2,0,0,2022-04-16,0,1,,,,
Totally Trendy,11889,1,1300,1,0,0,0,0,0,2022-04-29,0,1,,,,
Jui's Beauty Collection,40578,4,2125,4,0,0,0,2,0,2022-04-07,0,1,,,,
Griho,33189,6,8157,4,0,0,3,0,0,2022-04-30,4,0,,,,
Dress You Like,10132,2,995,2,0,0,0,0,0,2022-04-12,0,1,,,,
Avenlee,38637,9,6186,4,0,0,0,2,6,2022-04-16,0,1,,,,
KATHER PUTUL,48691,4,2490,3,0,0,0,0,0,2022-04-28,18,0,,,,
BeQlar,61223,3,1620,2,0,0,2,1,0,2022-04-24,0,1,,,,
Fatiha's Crochet,38278,3,2413,2,0,0,0,0,0,2022-04-27,3,0,,,,
Orna Hizab Godown,988,2,98,2,0,0,2,0,0,2022-04-28,1,0,,,,
Saree Saptami,15190,3,2350,2,0,0,3,0,0,2022-04-09,1,0,,,,
Individual,22271,2,2433,2,0,0,2,0,0,2022-04-26,1,0,,,,
Aroma 99 Online Shop,47910,2,228,2,0,0,1,0,0,2022-04-28,0,1,,,,
Eye king sopping,62630,9,4885,6,0,1,3,0,0,2022-04-28,3,0,,,,
Buy any product . com 2021,53195,2,2490,2,0,0,0,1,0,2022-04-27,5,0,,,,
Opshori1,35245,2,1130,2,0,0,0,0,0,2022-04-05,0,1,,,,
Belle,43337,6,1760,2,0,1,1,2,1,2022-04-29,2,0,,,,
SHOKHERSHOILE,31042,1,550,1,0,0,0,0,0,2022-04-23,0,1,,,,
Yoke Lifestyles,31921,9,9993,7,0,0,0,0,0,2022-04-30,18,0,,,,
sk beauty shop,7554,2,1545,2,0,0,2,0,0,2022-04-26,0,1,,,,
J sisters,13146,19,7238,7,0,0,13,2,1,2022-04-29,12,0,,,,
GENUSFIT GLAZE,55619,2,2293,2,0,0,1,0,0,2022-04-30,5,0,,,,
Premium Gadget Shop,50134,6,3950,3,0,0,0,0,2,2022-04-27,0,1,,,,
Supti enterprize(KIOSK),51796,5,582,5,0,0,0,0,2,2022-04-13,0,1,,,,
AQUARIAAN,15412,6,4398,5,0,0,4,0,0,2022-04-24,1,0,,,,
PONNOBARI,52877,2,155,2,0,0,1,0,0,2022-04-29,0,1,,,,
Tangail Saree Kutir Ltd.,4333,2,3988,2,0,0,0,0,0,2022-04-27,0,1,,,,
Tribonni Closet,8400,1,1920,1,0,0,0,0,0,2022-04-28,0,1,,,,
Fabulous SN Fashion,60566,1,60,1,0,0,1,0,0,2022-04-23,0,1,,,,
Joy sports,9714,7,6173,6,0,0,3,1,0,2022-04-25,0,1,,,,
Girly Corner,41006,2,827,1,0,0,1,0,0,2022-04-28,5,0,,,,
Ananna's Tiny Shop,37412,1,90,1,0,0,1,0,0,2022-04-01,0,1,,,,
Shutopoka,14279,3,2405,2,0,1,3,0,0,2022-04-28,0,1,,,,
IKRIMIKRI,8328,5,898,2,0,0,5,0,0,2022-04-21,0,1,,,,
fassion passion,8193,1,735,1,0,0,1,0,0,2022-04-30,1,0,,,,
Manansoi.com,52346,4,1797,3,0,0,1,1,0,2022-04-27,1,0,,,,
Sharee Lover,53632,2,4100,2,0,0,0,0,1,2022-04-20,2,0,,,,
Priya's Artistic Collection,57380,6,4491,5,0,0,1,0,0,2022-04-27,11,0,,,,
BANIYATI SHOP 1,10000,243,194233,28,0,10,53,6,3,2022-04-27,226,0,,,,
Parijat-Parijat,12914,316,366202,20,0,19,90,13,4,2022-04-30,144,0,,,,
Ycosa Limited,19225,83,49323,26,0,2,51,7,2,2022-04-29,61,0,,,,
The GiftTora BD,7007,14,7023,8,0,0,12,1,0,2022-04-30,26,0,,,,
Craft Lights,15508,16,21013,8,0,1,11,1,1,2022-04-23,6,0,,,,
BADHUYA,35503,36,37220,13,0,1,19,3,1,2022-04-26,34,0,,,,
Maven and Bloom,15337,71,84983,6,0,4,43,7,5,2022-04-26,34,0,,,,
rico bazzar bd by jannat islam,7681,44,49592,13,0,2,28,4,2,2022-04-29,39,0,,,,
Capstone,57842,26,2982,9,0,0,10,0,0,2022-04-28,9,0,,,,
Amir's Greenery,19149,13,7180,4,0,0,8,1,0,2022-04-01,0,1,,,,
Hasbi Shop,33513,32,23200,16,0,0,9,0,0,2022-04-27,18,0,,,,
Trendy Buzz.,54112,8,7253,5,0,0,2,1,0,2022-04-25,4,0,,,,
Ramisa Wardrobe,53453,32,74525,3,0,1,1,0,0,2022-04-28,7,0,,,,
Baby foods & kitchen,39121,17,5930,10,0,1,8,1,0,2022-04-27,18,0,,,,
Lilaboti herbal product,12499,3,1703,2,0,0,1,0,1,2022-04-12,0,1,,,,
Bonik20,15047,2,5195,1,0,0,2,0,0,2022-04-23,0,1,,,,
Khalifa Ghor,49502,4,6111,4,0,0,0,1,1,2022-04-18,0,1,,,,
Kid Kits,50840,6,3533,5,0,0,3,0,0,2022-04-26,0,1,,,,
Priyanka's Budget Beauty,51965,2,1570,2,0,0,0,0,0,2022-04-26,0,1,,,,
SINTHIYA'S ONLINE FASHION'S,56067,17,15990,9,0,0,4,1,0,2022-04-28,0,1,,,,
Women's Fashion Online Collection,4174,35,50118,10,0,2,24,4,1,2022-04-30,21,0,,,,
PosterBD,35681,8,4332,4,0,0,8,0,0,2022-04-28,4,0,,,,
Sajgojer Kabbo,50221,7,30333,4,0,0,0,0,0,2022-04-26,9,0,,,,
A View Shop,52766,6,14613,4,0,0,2,1,0,2022-04-23,3,0,,,,
Lucky's collection,10605,5,5515,4,0,0,1,2,0,2022-04-28,1,0,,,,
Taha's collection,35614,32,32560,10,0,2,1,0,0,2022-04-27,14,0,,,,
Hatraz,35385,9,6618,3,0,0,1,0,1,2022-04-28,5,0,,,,
THE WINNING CORPORATION,20403,67,56820,15,0,8,29,7,2,2022-04-24,0,1,,,,
kochuri,36738,27,15877,10,0,0,16,3,1,2022-04-29,16,0,,,,
OGERIO,812,53,60355,15,0,1,4,0,0,2022-04-23,0,1,,,,
HerShop.xyz,4258,12,7933,7,0,0,7,1,0,2022-04-19,1,0,,,,
Ladies passion,13387,5,2532,5,0,1,0,0,0,2022-04-14,0,1,,,,
Biramchinho,38516,7,1996,7,0,0,5,0,0,2022-04-04,0,1,,,,
Sultana's world,44827,4,1540,4,0,0,1,1,0,2022-04-18,3,0,,,,
Girls Gadgets,52032,6,10515,5,0,0,1,0,0,2022-04-18,0,1,,,,
T H E H a N G E R,57429,3,3870,3,0,0,0,0,0,2022-04-19,0,1,,,,
MR BEKAR,62744,4,1140,2,0,0,2,0,0,2022-04-18,0,1,,,,
M-11,60470,2,1990,1,0,0,0,0,0,2022-04-28,1,0,,,,
Bee store,42076,9,3123,8,0,0,8,0,0,2022-04-06,0,1,,,,
Mom and me bd,7320,9,4239,6,0,0,7,1,0,2022-04-28,4,0,,,,
Henna By Anamika,63840,1,140,1,0,0,1,0,0,2022-04-21,0,1,,,,
Priyo N' Sons,55211,16,6748,6,0,2,1,1,0,2022-04-26,0,1,,,,
QH Bazar.com,10975,4,17035,3,0,1,0,0,0,2022-04-11,0,1,,,,
Classic.Colors,28178,13,20827,6,0,1,9,1,0,2022-04-26,0,1,,,,
Your Perfect Space,28703,4,5988,3,0,0,2,0,0,2022-04-30,3,0,,,,
Art's of Jannat,62967,1,60,1,0,1,0,0,0,2022-04-26,0,1,,,,
Hyfy,57904,6,13385,3,0,0,4,1,0,2022-04-26,5,0,,,,
Mahmud Aquatic,59872,5,755,5,0,0,5,0,1,2022-04-18,0,1,,,,
Dreams,60715,3,940,3,0,0,1,0,0,2022-04-27,0,1,,,,
The Knot co,43945,6,12743,3,0,0,3,1,0,2022-04-26,0,1,,,,
Beautilus,33798,3,8475,2,0,0,1,0,0,2022-04-25,22,0,,,,
House Of ESTA,36537,5,8780,3,0,0,0,0,0,2022-04-29,1,0,,,,
FIGHT KLUB BD,26038,10,9480,5,0,0,2,0,0,2022-04-27,0,1,,,,
Crois fashion,4351,8,33280,4,0,0,5,2,0,2022-04-29,2,0,,,,
Taqwa Trouser,38150,2,1723,2,0,0,0,0,0,2022-04-25,0,1,,,,
Girlyshopbd,5477,9,4602,5,0,0,7,1,0,2022-04-23,0,1,,,,
Doll's Closet,7036,5,2450,3,0,0,4,0,0,2022-04-30,14,0,,,,
Metro Store BD,13264,12,27637,9,0,0,9,2,0,2022-04-30,0,1,,,,
RIDDIKA FASHION HOUSE,24085,2,554,1,0,0,0,1,0,2022-04-11,0,1,,,,
Makeup MOOD,20452,2,843,2,0,0,1,0,0,2022-04-24,1,0,,,,
Hello Gentleman,47389,4,1430,3,0,3,0,0,0,2022-04-03,0,1,,,,
Craze,8095,1,2160,1,0,0,1,0,0,2022-04-29,1,0,,,,
Beauty World,59306,8,4645,5,0,1,4,0,0,2022-04-25,1,0,,,,
Grand Mother's Love,13526,2,2757,1,0,0,1,0,0,2022-04-05,0,1,,,,
Raw Saffron,25537,2,997,2,0,0,1,0,0,2022-04-11,0,1,,,,
Satkhira KIOSK,31664,4,342,3,0,0,0,1,2,2022-04-26,5,0,,,,
Auroras by Dia,39612,1,1703,1,0,0,1,0,0,2022-04-20,0,1,,,,
Nipa's fashion collection,9626,2,1260,1,0,0,2,1,0,2022-04-25,3,0,,,,
N O R A,37335,3,2920,3,0,0,2,0,0,2022-04-06,0,1,,,,
Car Agent,8448,1,1680,1,0,0,0,0,0,2022-04-05,0,1,,,,
Bolt Play,9787,2,150,2,0,0,2,0,0,2022-04-11,0,1,,,,
Dazzling Closet,2900,2,2960,2,0,0,2,0,0,2022-04-30,5,0,,,,
Blow Buy,41523,1,1535,1,0,0,1,0,0,2022-04-28,0,1,,,,
Ladies Collection BD,56204,1,233,1,0,0,0,0,0,2022-04-27,1,0,,,,
Trendy outfit,29901,7,16675,5,0,0,5,1,0,2022-04-22,0,1,,,,
Gadget Gen BD,34266,5,3393,4,0,0,4,0,0,2022-04-10,1,0,,,,
Bahari Aam,12786,2,693,1,0,0,1,0,0,2022-04-27,0,1,,,,
KIMRAN,5041,8,35660,6,0,0,6,0,0,2022-04-29,17,0,,,,
Nokshi shilpo,63884,1,4300,1,0,0,0,0,0,2022-04-26,4,0,,,,
She Butics Rangpur,8132,6,7231,4,0,1,0,0,3,2022-04-29,21,0,,,,
Multimedia Varieties Store,28699,4,735,3,0,0,2,0,0,2022-04-07,0,1,,,,
Female World,10873,2,440,2,0,0,0,1,0,2022-04-04,0,1,,,,
NFs fashion house,56668,6,12967,3,0,1,3,1,0,2022-04-20,0,1,,,,
ARonlineBD,46360,2,2073,2,0,1,0,0,0,2022-04-22,0,1,,,,
Monohari,6306,27,43793,7,0,1,1,6,9,2022-04-25,1,0,,,,
Unique Super Mart,6781,44,62016,13,0,3,12,3,1,2022-04-28,23,0,,,,
Mohini & Dolon,4363,1,540,1,0,0,0,0,0,2022-04-24,0,1,,,,
Kids Closet,17671,4,2060,3,0,0,1,1,0,2022-04-21,0,1,,,,
Golper shuru,59229,2,8053,1,0,0,0,0,0,2022-04-14,0,1,,,,
Kotkoti bhai,56963,1,21,1,0,0,0,0,0,2022-04-12,0,1,,,,
GiftMash,66,1,1070,1,0,0,1,0,0,2022-04-21,0,1,,,,
Smart Kart,54744,13,12363,7,0,0,6,1,0,2022-04-25,1,0,,,,
Nowrins Attire,55171,4,1875,3,0,0,2,0,0,2022-04-29,0,1,,,,
Satrange Ramani,44511,4,7452,3,0,0,1,1,0,2022-04-24,0,1,,,,
Next One,55602,1,1400,1,0,0,0,0,0,2022-04-15,0,1,,,,
Craftzers,8391,8,8940,4,0,0,5,0,0,2022-04-20,0,1,,,,
Tech Diversity,36208,4,12277,3,0,0,0,0,0,2022-04-24,0,1,,,,
Mollik Aqua,44292,2,910,2,0,0,2,0,0,2022-04-09,0,1,,,,
YN Collection,46243,2,733,2,0,0,0,0,0,2022-04-30,0,1,,,,
Shati ladies tailors & Borkha House,55767,13,19507,10,0,1,5,1,0,2022-04-27,2,0,,,,
Elegant designer & creations,22139,18,35033,9,0,0,7,2,0,2022-04-30,46,0,,,,
Cute_accessories,22012,2,3045,2,0,0,1,1,0,2022-04-16,0,1,,,,
Shormis Fashion House,6712,101,364825,25,0,2,62,7,1,2022-04-30,41,0,,,,
Khero Khata,3552,46,27298,16,0,0,30,1,0,2022-04-30,52,0,,,,
TITU'S-Eshop,47425,4,328,4,0,0,1,0,0,2022-04-27,0,1,,,,
Ruman's Collection,16454,20,18734,10,0,0,14,1,1,2022-04-30,6,0,,,,
gioielleriabd,26729,11,3676,5,0,0,3,2,1,2022-04-22,11,0,,,,
CANVAS(Magazine),15755,204,10088,1,0,8,16,111,70,2022-04-26,0,1,,,,
StylE WiD GlaM,26921,25,23853,5,0,4,14,2,2,2022-04-27,26,0,,,,
Ajax BD,16757,9,10427,6,0,1,5,0,0,2022-04-20,4,0,,,,
Shobdoshoily,45796,15,6577,5,0,1,7,1,1,2022-04-18,1,0,,,,
Jessore KIOSK,31046,4,365,3,0,0,0,0,2,2022-04-29,11,0,,,,
Zest Candle CO,13911,21,18602,12,0,0,10,7,2,2022-04-28,4,0,,,,
Aladdin world,42364,8,5320,5,0,2,4,1,0,2022-04-28,0,1,,,,
Jocund Art Accessories,44270,15,11573,6,0,0,4,2,0,2022-04-29,63,0,,,,
My Shop a2z,57536,4,1321,2,0,2,1,0,0,2022-04-08,0,1,,,,
Nokshibari,10932,8,10752,7,0,0,5,1,0,2022-04-25,2,0,,,,
Cacao World Ltd,33797,14,13005,11,0,1,10,2,1,2022-04-23,13,0,,,,
MAAT'S COLLECTION,4320,28,90643,8,0,1,23,1,1,2022-04-23,0,1,,,,
Colour_Fest,60581,4,2085,2,0,0,2,0,0,2022-04-28,2,0,,,,
Trendy Wholesale by Lily & Lilac,48014,16,13297,4,0,1,9,1,0,2022-04-05,0,1,,,,
Clothes over Baes,853,7,8803,6,0,1,0,0,0,2022-04-30,7,0,,,,
Girls Choices,36369,17,14000,9,0,0,0,1,0,2022-04-15,0,1,,,,
ADORN,47668,7,1988,4,0,0,5,0,0,2022-04-27,0,1,,,,
Blossom1,48852,2,620,2,0,0,1,0,0,2022-04-30,0,1,,,,
T MART BD,51615,10,7735,7,0,0,1,0,0,2022-04-25,4,0,,,,
Taati Point,60447,16,84278,6,0,1,2,5,4,2022-04-28,0,1,,,,
Mahnoor's Online Shop,21024,5,19424,3,0,0,3,1,0,2022-04-29,3,0,,,,
Shopium,14378,2,1860,2,0,0,2,0,0,2022-04-16,16,0,,,,
Floral Rush,45006,3,1372,2,0,0,1,1,0,2022-04-28,3,0,,,,
Marketplace,27073,1,560,1,0,0,1,0,0,2022-04-19,0,1,,,,
Sprinklez By Shondhii,5087,8,20946,3,0,0,2,0,0,2022-04-29,23,0,,,,
Minnat,25756,19,17212,8,0,1,15,1,0,2022-04-30,1,0,,,,
The Fairy Tale,32748,4,30125,2,0,0,0,0,1,2022-04-02,0,1,,,,
Titir (sunflower and Daisies),24505,19,10545,4,0,1,14,1,0,2022-04-23,0,1,,,,
Desirable,32322,6,2600,3,0,0,0,0,0,2022-04-28,1,0,,,,
CrossDunia,33409,10,13228,7,0,1,3,0,1,2022-04-17,1,0,,,,
ALLinX Shop,31595,4,370,4,0,0,1,1,0,2022-04-05,0,1,,,,
Eslyn,27564,10,23345,5,0,0,6,1,0,2022-04-30,8,0,,,,
Artsy Tajree,58088,1,100,1,0,0,1,0,0,2022-04-22,0,1,,,,
opsora fashion corner,7233,5,5040,3,0,1,1,0,0,2022-04-30,2,0,,,,
Girls world ctg,4448,1,1560,1,0,0,0,0,0,2022-04-09,0,1,,,,
Meemoh,32246,19,6903,5,0,0,10,3,1,2022-04-28,22,0,,,,
Fashion Revive,5603,4,1328,2,0,0,0,0,0,2022-04-09,0,1,,,,
Kayra collection,28966,1,80,1,0,0,1,0,0,2022-04-15,0,1,,,,
Spotlight by Saimun,43384,3,5495,3,0,0,2,1,0,2022-04-24,0,1,,,,
RAGNAR BANGLADESH,52782,2,1755,2,0,0,1,0,0,2022-04-30,147,0,,,,
JUST BUY IT,24969,2,2048,2,0,0,1,0,0,2022-04-29,1,0,,,,
Rehum Jewellery,7711,2,5440,2,0,0,1,0,0,2022-04-17,0,1,,,,
Tania's Collection,4963,1,1900,1,0,0,0,0,0,2022-04-10,0,1,,,,
Trendo Fashion,4238,1,3650,1,0,0,0,0,0,2022-04-23,0,1,,,,
Alif Apparel,51825,7,5033,2,0,3,3,0,0,2022-04-29,3,0,,,,
Children's Home,5877,1,1090,1,0,0,0,0,0,2022-04-29,4,0,,,,
Art of Trinklets,45267,1,327,1,0,0,1,0,0,2022-04-25,1,0,,,,
COSY,10583,1,940,1,0,0,0,0,0,2022-04-26,1,0,,,,
Sienna Exclusive Shop,6332,3,2240,2,0,0,2,0,1,2022-04-25,0,1,,,,
AMAVI BD,32254,5,7700,4,0,0,3,0,0,2022-04-30,2,0,,,,
Ezze Shopping,22135,6,7137,5,0,0,3,0,0,2022-04-29,16,0,,,,
MCS WALK WITH FAITH 2,5218,4,2956,4,0,0,1,0,0,2022-04-20,1,0,,,,
Nilok Fashion,25209,12,17222,5,0,1,6,1,0,2022-04-25,0,1,,,,
Suits and Sarees,4277,3,8365,2,0,0,3,0,0,2022-04-22,0,1,,,,
Sufi Fashion,59173,1,100,1,0,0,1,0,0,2022-04-29,0,1,,,,
Roshui Griho,3739,13,6043,6,0,0,10,0,0,2022-04-17,0,1,,,,
Prokriti Rokomari House,8405,9,5440,5,0,2,4,0,1,2022-04-30,0,1,,,,
Jewelry in Heart,38588,6,3500,3,0,0,2,0,0,2022-04-27,6,0,,,,
AP Collection BD,22163,2,475,2,0,0,2,0,0,2022-04-24,0,1,,,,
Sk Fashion House,35054,7,7730,3,0,1,6,1,0,2022-04-18,0,1,,,,
SIYARAS'S COLLECTION,13180,2,5350,2,0,0,0,0,1,2022-04-16,1,0,,,,
Paroshiii,58058,2,463,1,0,0,0,0,0,2022-04-14,2,0,,,,
Shopper's,5336,3,2073,2,0,0,3,0,0,2022-04-26,1,0,,,,
TajnurhiR,25673,1,150,1,0,0,0,0,0,2022-04-24,0,1,,,,
Arhah,36993,1,1270,1,0,0,1,0,0,2022-04-02,0,1,,,,
Shipa's collection,9891,3,2930,3,0,0,2,0,0,2022-04-23,0,1,,,,
immerse,28050,4,1960,3,0,0,2,1,0,2022-04-28,1,0,,,,
Avilash Boutique,1222,3,4160,2,0,1,1,1,0,2022-04-19,0,1,,,,
Goods Buy BD,15304,3,3543,3,0,0,3,0,0,2022-04-28,2,0,,,,
Hermosa Women,35177,1,930,1,0,0,1,0,0,2022-04-08,0,1,,,,
Fabiha baby collection,49695,3,2370,2,0,0,0,1,0,2022-04-29,5,0,,,,
Gate your basket,62817,1,3080,1,0,0,1,0,0,2022-04-10,1,0,,,,
Yarns of Autumn,62487,1,1180,1,0,0,1,0,0,2022-04-27,0,1,,,,
Trend Stalker,7382,1,100,1,0,0,1,1,0,2022-04-27,0,1,,,,
Bumble Bee,4712,3,6910,3,0,0,2,0,0,2022-04-23,3,0,,,,
MZBNS,47275,3,522,3,0,0,2,0,0,2022-04-17,0,1,,,,
Sawdas Corner,20860,3,970,3,0,0,1,0,0,2022-04-15,2,0,,,,
Ps: nth to wear,35107,31,16507,7,0,1,18,1,1,2022-04-22,0,1,,,,
Saioori,6873,168,177470,12,0,2,119,16,4,2022-04-30,80,0,,,,
JARIF FASHION,12992,139,115210,24,0,3,97,9,4,2022-04-26,14,0,,,,
Baitarani,27288,420,1083997,29,0,18,260,23,7,2022-04-30,400,0,,,,
Prothom Collection,35855,8,7915,5,0,0,1,0,0,2022-04-09,0,1,,,,
S S COVER,32707,26,11615,7,0,2,14,1,0,2022-04-26,52,0,,,,
perfumery,13376,15,12582,7,0,0,8,1,1,2022-04-29,20,0,,,,
Glitz n' Glam by Priya,20681,23,16747,7,0,1,15,1,0,2022-04-04,0,1,,,,
The August,19923,12,132192,6,0,0,0,1,0,2022-04-28,0,1,,,,
Anuraa,17365,15,5088,5,0,0,6,2,1,2022-04-15,0,1,,,,
Meher's Room,37343,3,8587,3,0,0,3,0,0,2022-04-27,6,0,,,,
Slay it Elegantly,21971,10,3865,3,0,0,1,0,0,2022-04-07,0,1,,,,
Flavours of dream,35138,3,1550,2,0,0,0,0,0,2022-04-13,0,1,,,,
Fly Buy,41713,41,23470,5,0,1,25,1,1,2022-04-29,16,0,,,,
Zuri Express,62596,32,34092,9,0,1,0,0,0,2022-04-01,0,1,,,,
Aamra Networks Limited,7,180,9173,10,0,3,107,36,29,2022-04-28,202,0,,,,
Chittagong mart,32344,47,76598,17,0,3,3,3,1,2022-04-22,15,0,,,,
HM Fashion Gallery,61357,6,4835,4,0,1,0,0,1,2022-04-23,0,1,,,,
Simplicity.BD,56048,2,803,2,0,0,1,0,0,2022-04-23,0,1,,,,
